animal_id,name,breed,raw_breed,color,secondary_color,sex,is_puppy,intake_date,days_waiting,intake_reason,health,date_of_birth
29280,Tia,American Pit Bull Terrier,American Pit Bull Terrier,Chocolate,,Female,0,2026-07-02,44,ACO - Impound,Sick,2025-07-02
29281,Tamara,American Pit Bull Terrier,American Pit Bull Terrier,Brown Brindle,White,Female,0,2026-07-02,44,ACO - Impound,Sick,
29282,,American Pit Bull Terrier,American Pit Bull Terrier,Brown Brindle,White,Female,0,2026-07-02,44,ACO - Impound,Sick,
29217,Simon,Labrador Retriever,Labrador Retriever,Brown,White,Male,0,2026-07-01,44,ACO - Impound,,2023-07-01
29220,Eva,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Female,0,2026-07-01,44,Abandoned,,2025-07-01
10197,Rufus,Labrador Retriever,Labrador Retriever,White,,Male,0,2026-07-01,44,Stray,,2024-01-15
29241,Theodore,American Pit Bull Terrier,American Pit Bull Terrier,Red,Tan,Male,0,2026-07-01,44,ACO - Impound,,2024-07-02
29110,Max,Labrador Retriever,Labrador Retriever,Tan,,Male,0,2026-07-01,44,Stray,,2025-03-01
29336,Gunner,Border Collie,Border Collie,Black,Brown,Male,0,2026-07-03,43,ACO - Impound,,2024-07-04
29369,Rhea,Carolina Dog,Carolina Dog,Yellow,,Male,0,2026-07-03,42,Stray,,
29393,Junie,American Staffordshire Terrier,American Staffordshire Terrier,Blue,White,Female,0,2026-07-04,41,ACO - Impound,Normal,2024-04-29
29529,Heidi,Chihuahua,Chihuahua - Smooth,Gold,,Female,0,2026-07-06,39,Stray,,2026-01-06
29569,,American Pit Bull Terrier,American Pit Bull Terrier,White,Brown,Unknown,0,2026-07-07,38,ACO - Impound,,
29623,,Maltese Terrier,Maltese Terrier,White,,Female,0,2026-07-07,38,ACO - Impound,Normal,2013-07-07
29624,,American Pit Bull Terrier,American Pit Bull Terrier,Black,,Unknown,0,2026-07-07,38,ACO - Impound,Normal,
29631,Bandido,Chihuahua,Chihuahua - Smooth,Brown,White,Male,0,2026-07-07,38,Owner Surrender,,2023-05-07
29640,Romeo,Labrador Retriever,Labrador Retriever,Black,White,Male,0,2026-07-07,38,Stray,,2025-12-07
29193,Baby,Shih Tzu,Shih Tzu,White,Black,Female,0,2026-07-07,38,Owner Surrender,,2012-06-30
29706,,Border Collie,Border Collie,Black,White,Female,0,2026-07-08,37,Agency,,2024-07-08
29726,Grayson,Great Pyrenees,Great Pyrenees,White,,Male,0,2026-07-08,37,ACO - Impound,Injured,2024-07-10
29727,Wednesday,Bull Terrier,Bull Terrier,Black,,Female,0,2026-07-08,37,ACO - Impound,,2024-07-10
29745,,American Pit Bull Terrier,American Pit Bull Terrier,Brown,White,Male,0,2026-07-09,36,ACO - Impound,,
29752,Rex,Plott Hound,Plott Hound,Brown Brindle,,Male,0,2026-07-09,36,Stray,,2024-03-08
29315,Dodge,Mastiff,Mastiff,Brown,White,Male,0,2026-07-09,36,Stray,,2021-07-09
29768,Alfonso,Chow Chow,Chow Chow,Sable,,Male,0,2026-07-09,36,ACO - Impound,,2023-07-09
29794,Nina,English Bulldog,English Bulldog,Swiss Tri Color,Black,Female,0,2026-07-10,35,Owner Surrender,,2023-09-10
29803,Prissy,Labrador Retriever,Labrador Retriever,White,White,Female,0,2026-07-10,35,Owner Surrender,,2016-09-28
29815,Pepita,Mountain Cur,Mountain Cur,Black,White,Female,0,2026-07-10,35,Stray,,2025-07-12
29826,Misty,Siberian Husky,Siberian Husky,Cream,White,Female,0,2026-07-11,34,ACO - Impound,Normal,2025-11-18
29828,,Rat Terrier,Rat Terrier,White,Black,Male,0,2026-07-11,34,ACO - Impound,Normal,2023-07-11
29829,,German Shepherd,German Shepherd,Brown,Black,Male,0,2026-07-11,34,ACO - Impound,Normal,2024-07-11
29835,,Black Mouth Cur,Black Mouth Cur,Brown,Black,Female,0,2026-07-11,34,ACO - Impound,Normal,2025-08-12
29836,,Great Pyrenees,Great Pyrenees,White,Black,Female,0,2026-07-11,34,ACO - Impound,Normal,2025-08-12
29880,Boudreaux,Labrador Retriever,Labrador Retriever,Brown Brindle,Brown Brindle,Male,0,2026-07-13,32,ACO - Impound,,2025-12-14
29882,,American Pit Bull Terrier,American Pit Bull Terrier,Grey,White,Female,0,2026-07-13,32,Ambulance,Injured,2026-01-13
29895,Marty,American Pit Bull Terrier,American Pit Bull Terrier,Black,,Male,0,2026-07-13,32,Owner Surrender,,2020-07-13
29864,Bruno,American Pit Bull Terrier,American Pit Bull Terrier,Tan,White,Male,0,2026-07-14,31,Stray,,2024-07-14
29936,Sabo,German Shepherd,German Shepherd,Tan,White,Male,0,2026-07-14,31,Owner Surrender,,2017-02-15
29978,Murphy Lee,American Pit Bull Terrier,American Pit Bull Terrier,Brown,,Male,0,2026-07-14,31,ACO - Impound,Sick,2023-07-15
29999,Unknown,Mastiff,Mastiff,Brown Brindle,Brown,Male,0,2026-07-15,30,ACO - Impound,Normal,2024-07-15
30001,Unknow,American Pit Bull Terrier,American Pit Bull Terrier,Black,White,Female,0,2026-07-15,30,ACO - Impound,Normal,2024-01-16
30030,Eria,American Pit Bull Terrier,American Pit Bull Terrier,Blue,White,Female,0,2026-07-15,30,ACO - Impound,,2025-09-15
30041,Hedgehog,American Pit Bull Terrier,American Pit Bull Terrier,Black Brindle,,Male,0,2026-07-15,30,Stray,,2021-07-17
30049,Haven,American Pit Bull Terrier,American Pit Bull Terrier,Brown Brindle,White,Female,0,2026-07-15,30,ACO - Impound,,2025-12-17
30050,Twin,American Pit Bull Terrier,American Pit Bull Terrier,Brown Brindle,White,Male,0,2026-07-15,30,ACO - Impound,,2025-10-17
30078,Jefferson,Great Pyrenees,Great Pyrenees,Cream,White,Male,0,2026-07-16,29,Stray,,2023-07-16
30085,Bottomless Breadsticks,Shepherd,Shepherd,Tan,,Male,0,2026-07-16,29,ACO - Owner Surrender,,2025-11-16
30095,Bradi,Labrador Retriever,Labrador Retriever,Black,Tan,Female,0,2026-07-16,29,ACO - Impound,,2023-10-09
30097,,Unknown,Unknown,Unknown,,Unknown,0,2026-07-16,29,ACO - Impound,,
30098,,Unknown,Unknown,Unknown,,Unknown,0,2026-07-16,29,ACO - Impound,,
30142,Bamboo,Australian Shepherd,Australian Shepherd,Tri Color,White,Male,0,2026-07-17,28,Owner Surrender,,2021-07-17
30143,Panda,Australian Shepherd,Australian Shepherd,Tri Color,White,Female,0,2026-07-17,28,Owner Surrender,,2016-07-17
30177,Chikis,Shih Tzu,Shih Tzu,White,Tan,Female,0,2026-07-18,27,ACO - Impound,Injured,2021-07-18
30178,Charlie,Shih Tzu,Shih Tzu,White,Tan,Male,0,2026-07-18,27,ACO - Impound,Injured,2020-07-18
30184,,Shiba Inu,Shiba Inu,Gold,,Male,0,2026-07-18,27,ACO - Impound,,
30200,Cynthia,Labrador Retriever,Labrador Retriever,Black,White Merle,Female,0,2026-07-19,26,Agency,,2021-07-19
30259,Odin,Shepherd,Shepherd,Black,White,Male,0,2026-07-21,25,ACO - Impound,Normal,2024-07-21
30265,Erwin,Mastiff,Mastiff,Black,,Male,0,2026-07-21,25,ACO - Impound,,2024-07-21
30246,Pepper Jack,American Staffordshire Terrier,American Staffordshire Terrier,Black,,Male,0,2026-07-20,25,Stray,Injured,2023-07-20
30271,Ginger Crisp,American Pit Bull Terrier,American Pit Bull Terrier,Brown,White,Male,0,2026-07-21,24,ACO - Impound,,
30292,Ferrell,Labrador Retriever,Labrador Retriever,White,,Male,0,2026-07-21,24,Stray,,2025-07-21
